,ROMol,AAScore,trajectory_num,rank_num,lead_num,conf_num,num_heavyatoms,AAScore_LE
2930,<rdkit.Chem.rdchem.Mol object at 0x14b231929eb0>,1964.136238344042,trajectory_05,rank_00,lead_0271,confid_14,29,67.72883580496696
3434,<rdkit.Chem.rdchem.Mol object at 0x14b23182feb0>,1964.495076884228,trajectory_05,rank_01,lead_0439,confid_16,27,72.75907692163807
994,<rdkit.Chem.rdchem.Mol object at 0x14b231db6eb0>,1964.6032931865225,trajectory_04,rank_00,lead_0090,confid_13,31,63.3742997802104
2484,<rdkit.Chem.rdchem.Mol object at 0x14b23196d890>,1970.6774002352847,trajectory_00,rank_01,lead_0237,confid_14,28,70.38133572268875
2157,<rdkit.Chem.rdchem.Mol object at 0x14b2319c0740>,1980.9666332595,trajectory_00,rank_00,lead_0368,confid_13,28,70.74880833069643
4986,<rdkit.Chem.rdchem.Mol object at 0x14b23178c040>,1982.220518901374,trajectory_01,rank_00,lead_0121,confid_4,28,70.79358996076336
2222,<rdkit.Chem.rdchem.Mol object at 0x14b2319ca430>,1982.8655920989836,trajectory_00,rank_00,lead_0267,confid_17,27,73.43946637403643
1182,<rdkit.Chem.rdchem.Mol object at 0x14b231a6f5f0>,1985.653655945728,trajectory_04,rank_00,lead_0007,confid_3,29,68.47081572226648
2616,<rdkit.Chem.rdchem.Mol object at 0x14b231981350>,1987.0111341505385,trajectory_00,rank_01,lead_0246,confid_0,27,73.59300496853847
1000,<rdkit.Chem.rdchem.Mol object at 0x14b231dcc190>,1990.249679783187,trajectory_04,rank_00,lead_0299,confid_0,28,71.08034570654239
5362,<rdkit.Chem.rdchem.Mol object at 0x14b23173d7b0>,1990.7142303159687,trajectory_01,rank_00,lead_0366,confid_17,28,71.09693679699889
4942,<rdkit.Chem.rdchem.Mol object at 0x14b231781cf0>,1993.17408620272,trajectory_01,rank_00,lead_0092,confid_2,29,68.73014090354206
1078,<rdkit.Chem.rdchem.Mol object at 0x14b231db97b0>,1997.611786375977,trajectory_04,rank_00,lead_0322,confid_19,28,71.34327808485632
1911,<rdkit.Chem.rdchem.Mol object at 0x14b231a1c9e0>,1997.9319630254245,trajectory_00,rank_00,lead_0119,confid_7,27,73.99748011205276
3008,<rdkit.Chem.rdchem.Mol object at 0x14b231938190>,2000.615304753994,trajectory_05,rank_00,lead_0052,confid_2,28,71.45054659835692
2280,<rdkit.Chem.rdchem.Mol object at 0x14b2319cfdd0>,2001.078171458982,trajectory_00,rank_00,lead_0403,confid_1,27,74.11400635033267
5459,<rdkit.Chem.rdchem.Mol object at 0x14b23174c2e0>,2004.7452671050803,trajectory_01,rank_01,lead_0354,confid_12,26,77.10558719634925
2111,<rdkit.Chem.rdchem.Mol object at 0x14b2319bb2e0>,2005.173069206303,trajectory_00,rank_00,lead_0086,confid_7,28,71.6133239002251
337,<rdkit.Chem.rdchem.Mol object at 0x14b231e9c5f0>,2006.6409595295456,trajectory_02,rank_00,lead_0318,confid_1,27,74.32003553813132
4228,<rdkit.Chem.rdchem.Mol object at 0x14b23181ef90>,2008.025258702384,trajectory_03,rank_00,lead_0383,confid_11,27,74.37130587786608
2895,<rdkit.Chem.rdchem.Mol object at 0x14b231924f20>,2010.5828981963869,trajectory_05,rank_00,lead_0269,confid_19,28,71.80653207844239
2174,<rdkit.Chem.rdchem.Mol object at 0x14b2319c0eb0>,2011.7615543675577,trajectory_00,rank_00,lead_0350,confid_18,27,74.50968719879843
329,<rdkit.Chem.rdchem.Mol object at 0x14b231e9c270>,2015.4352711515849,trajectory_02,rank_00,lead_0203,confid_7,27,74.64575078339203
3265,<rdkit.Chem.rdchem.Mol object at 0x14b23195b3c0>,2016.1223772489843,trajectory_05,rank_00,lead_0182,confid_15,27,74.67119915736978
4227,<rdkit.Chem.rdchem.Mol object at 0x14b23181ef20>,2016.3323047297545,trajectory_03,rank_00,lead_0042,confid_2,30,67.21107682432515
2726,<rdkit.Chem.rdchem.Mol object at 0x14b231990430>,2016.919418770491,trajectory_00,rank_01,lead_0363,confid_1,27,74.70071921372188
247,<rdkit.Chem.rdchem.Mol object at 0x14b231e8b580>,2019.457761809009,trajectory_02,rank_00,lead_0150,confid_14,29,69.63647454513824
3096,<rdkit.Chem.rdchem.Mol object at 0x14b231941890>,2020.0243889655735,trajectory_05,rank_00,lead_0406,confid_10,27,74.81571810983606
276,<rdkit.Chem.rdchem.Mol object at 0x14b231e52ac0>,2021.448514818675,trajectory_02,rank_00,lead_0009,confid_4,26,77.74801980071827
21,<rdkit.Chem.rdchem.Mol object at 0x14b1defb4970>,2028.445081472352,trajectory_02,rank_00,lead_0168,confid_8,27,75.12759561008711
1283,<rdkit.Chem.rdchem.Mol object at 0x14b231a802e0>,2038.381590744318,trajectory_04,rank_00,lead_0449,confid_19,28,72.79934252658278
63,<rdkit.Chem.rdchem.Mol object at 0x14b2318ffc10>,2039.1133363966344,trajectory_02,rank_00,lead_0027,confid_14,28,72.8254762998798
1053,<rdkit.Chem.rdchem.Mol object at 0x14b231dd3c80>,2039.7499583086765,trajectory_04,rank_00,lead_0475,confid_13,28,72.84821279673845
2603,<rdkit.Chem.rdchem.Mol object at 0x14b23197bd60>,2040.047119417649,trajectory_00,rank_01,lead_0494,confid_1,27,75.55730071917218
901,<rdkit.Chem.rdchem.Mol object at 0x14b231dcf580>,2042.687063062588,trajectory_04,rank_00,lead_0479,confid_12,29,70.43748493319269
210,<rdkit.Chem.rdchem.Mol object at 0x14b231eafcf0>,2044.023375365243,trajectory_02,rank_00,lead_0022,confid_3,28,73.00083483447297
2864,<rdkit.Chem.rdchem.Mol object at 0x14b231924190>,2045.9882398520476,trajectory_00,rank_01,lead_0155,confid_5,27,75.77734221674251
4955,<rdkit.Chem.rdchem.Mol object at 0x14b2317862e0>,2047.787163290464,trajectory_01,rank_00,lead_0484,confid_12,28,73.13525583180228
5505,<rdkit.Chem.rdchem.Mol object at 0x14b231752740>,2050.7834772487404,trajectory_01,rank_01,lead_0057,confid_3,28,73.24226704459787
3928,<rdkit.Chem.rdchem.Mol object at 0x14b2317f6a50>,2053.4798656781377,trajectory_03,rank_00,lead_0415,confid_11,28,73.33856663136206
2482,<rdkit.Chem.rdchem.Mol object at 0x14b23196d7b0>,2060.47561168938,trajectory_00,rank_01,lead_0128,confid_1,27,76.31391154405111
1363,<rdkit.Chem.rdchem.Mol object at 0x14b231a8b660>,2066.662268491449,trajectory_04,rank_00,lead_0012,confid_0,27,76.54304698116478
1239,<rdkit.Chem.rdchem.Mol object at 0x14b231a74f20>,2069.372645838722,trajectory_04,rank_00,lead_0363,confid_12,27,76.64343132736006
3973,<rdkit.Chem.rdchem.Mol object at 0x14b2317fae40>,2073.388290873389,trajectory_03,rank_00,lead_0292,confid_12,33,62.82994820828451
5283,<rdkit.Chem.rdchem.Mol object at 0x14b2317334a0>,2076.984911936558,trajectory_01,rank_00,lead_0472,confid_4,30,69.23283039788527
122,<rdkit.Chem.rdchem.Mol object at 0x14b23140fe40>,2076.996424940213,trajectory_02,rank_00,lead_0353,confid_3,28,74.17844374786475
2794,<rdkit.Chem.rdchem.Mol object at 0x14b23199b270>,2080.972772252673,trajectory_00,rank_01,lead_0316,confid_17,29,71.75768180181632
5087,<rdkit.Chem.rdchem.Mol object at 0x14b231796d60>,2081.590545162984,trajectory_01,rank_00,lead_0002,confid_12,27,77.09594611714756
2329,<rdkit.Chem.rdchem.Mol object at 0x14b2319d83c0>,2088.67707019984,trajectory_00,rank_00,lead_0177,confid_13,27,77.35841000740147
3273,<rdkit.Chem.rdchem.Mol object at 0x14b23195b740>,2093.0239149996287,trajectory_05,rank_00,lead_0270,confid_4,28,74.7508541071296
5258,<rdkit.Chem.rdchem.Mol object at 0x14b23172f970>,2095.19120403254,trajectory_01,rank_00,lead_0201,confid_6,27,77.59967422342741
2958,<rdkit.Chem.rdchem.Mol object at 0x14b23192eb30>,2096.0040928431363,trajectory_05,rank_00,lead_0384,confid_18,28,74.85728903011201
2199,<rdkit.Chem.rdchem.Mol object at 0x14b2319c49e0>,2107.980514670407,trajectory_00,rank_00,lead_0335,confid_1,27,78.07335239520026
3047,<rdkit.Chem.rdchem.Mol object at 0x14b23193e2e0>,2109.8455998163977,trajectory_05,rank_00,lead_0141,confid_17,27,78.14242962282954
1026,<rdkit.Chem.rdchem.Mol object at 0x14b231dd3040>,2110.5475037009246,trajectory_04,rank_00,lead_0052,confid_10,29,72.77750012761808
5474,<rdkit.Chem.rdchem.Mol object at 0x14b23174c970>,2110.9712152194647,trajectory_01,rank_01,lead_0073,confid_10,29,72.79211086963672
2777,<rdkit.Chem.rdchem.Mol object at 0x14b231995ac0>,2114.7701205351327,trajectory_00,rank_01,lead_0403,confid_0,27,78.324819279079
3093,<rdkit.Chem.rdchem.Mol object at 0x14b231941740>,2117.007649841249,trajectory_05,rank_00,lead_0072,confid_3,28,75.6074160657589
5773,<rdkit.Chem.rdchem.Mol object at 0x14b2316f5e40>,2119.613284933739,trajectory_01,rank_01,lead_0013,confid_4,27,78.50419573828664
2112,<rdkit.Chem.rdchem.Mol object at 0x14b2319bb350>,2119.669138201576,trajectory_00,rank_00,lead_0337,confid_16,27,78.50626437783615
5027,<rdkit.Chem.rdchem.Mol object at 0x14b2317902e0>,2121.179417651587,trajectory_01,rank_00,lead_0280,confid_13,29,73.14411785005471
2144,<rdkit.Chem.rdchem.Mol object at 0x14b2319c0190>,2121.299854211587,trajectory_00,rank_00,lead_0492,confid_17,28,75.76070907898524
350,<rdkit.Chem.rdchem.Mol object at 0x14b231eac7b0>,2121.6090846716074,trajectory_02,rank_00,lead_0331,confid_15,27,78.57811424709656
3013,<rdkit.Chem.rdchem.Mol object at 0x14b2319383c0>,2121.685132317039,trajectory_05,rank_00,lead_0056,confid_10,27,78.580930826557
1985,<rdkit.Chem.rdchem.Mol object at 0x14b2319a7ac0>,2121.7380994684468,trajectory_00,rank_00,lead_0225,confid_14,27,78.58289257290544
5663,<rdkit.Chem.rdchem.Mol object at 0x14b2316e5d60>,2123.787400837365,trajectory_01,rank_01,lead_0343,confid_7,27,78.65879262360612
3876,<rdkit.Chem.rdchem.Mol object at 0x14b2317f0350>,2126.854522011895,trajectory_03,rank_00,lead_0413,confid_1,27,78.77238970414426
2956,<rdkit.Chem.rdchem.Mol object at 0x14b23192ea50>,2127.0252096241343,trajectory_05,rank_00,lead_0145,confid_19,28,75.96518605800479
1007,<rdkit.Chem.rdchem.Mol object at 0x14b231dcc4a0>,2129.5715205491583,trajectory_04,rank_00,lead_0382,confid_7,29,73.43350070859167
915,<rdkit.Chem.rdchem.Mol object at 0x14b231dcfba0>,2130.807629865161,trajectory_04,rank_00,lead_0075,confid_19,26,81.9541396101985
5233,<rdkit.Chem.rdchem.Mol object at 0x14b231729e40>,2147.526354740129,trajectory_01,rank_00,lead_0340,confid_16,28,76.69736981214747
5211,<rdkit.Chem.rdchem.Mol object at 0x14b2317294a0>,2148.1429665493997,trajectory_01,rank_00,lead_0137,confid_9,29,74.07389539825516
127,<rdkit.Chem.rdchem.Mol object at 0x14b231913040>,2148.810003340649,trajectory_02,rank_00,lead_0232,confid_1,28,76.74321440502318
2008,<rdkit.Chem.rdchem.Mol object at 0x14b2319ac510>,2150.669041453333,trajectory_00,rank_00,lead_0417,confid_14,28,76.80960862333333
3991,<rdkit.Chem.rdchem.Mol object at 0x14b2317ff660>,2151.4797119884106,trajectory_03,rank_00,lead_0238,confid_4,28,76.83856114244324
4184,<rdkit.Chem.rdchem.Mol object at 0x14b231817c10>,2152.043516940288,trajectory_03,rank_00,lead_0153,confid_2,27,79.70531544223289
2817,<rdkit.Chem.rdchem.Mol object at 0x14b23199bc80>,2155.8545736764886,trajectory_00,rank_01,lead_0286,confid_0,30,71.86181912254962
3269,<rdkit.Chem.rdchem.Mol object at 0x14b23195b580>,2156.407568487699,trajectory_05,rank_00,lead_0201,confid_18,26,82.93875263414226
2081,<rdkit.Chem.rdchem.Mol object at 0x14b2319b5580>,2161.4678731407084,trajectory_00,rank_00,lead_0434,confid_13,28,77.19528118359673
97,<rdkit.Chem.rdchem.Mol object at 0x14b2319107b0>,2163.7114774889383,trajectory_02,rank_00,lead_0344,confid_1,28,77.27540991031923
3891,<rdkit.Chem.rdchem.Mol object at 0x14b2317f09e0>,2168.415412424313,trajectory_03,rank_00,lead_0200,confid_13,28,77.44340758658261
392,<rdkit.Chem.rdchem.Mol object at 0x14b231ed07b0>,2170.8946205567786,trajectory_02,rank_00,lead_0248,confid_5,29,74.85843519161305
1987,<rdkit.Chem.rdchem.Mol object at 0x14b2319a7ba0>,2171.746559392832,trajectory_00,rank_00,lead_0098,confid_2,28,77.56237712117256
1954,<rdkit.Chem.rdchem.Mol object at 0x14b2319a0cf0>,2177.684194005532,trajectory_00,rank_00,lead_0044,confid_6,27,80.65497014835303
3281,<rdkit.Chem.rdchem.Mol object at 0x14b23195bac0>,2177.849141859336,trajectory_05,rank_00,lead_0306,confid_8,27,80.66107932812356
5199,<rdkit.Chem.rdchem.Mol object at 0x14b231724f20>,2179.275016604889,trajectory_01,rank_00,lead_0480,confid_5,27,80.71388950388479
5109,<rdkit.Chem.rdchem.Mol object at 0x14b23179a740>,2181.16719479252,trajectory_01,rank_00,lead_0038,confid_9,31,70.3602320900813
341,<rdkit.Chem.rdchem.Mol object at 0x14b231eac3c0>,2182.4079395947683,trajectory_02,rank_00,lead_0386,confid_3,27,80.82992368869512
3184,<rdkit.Chem.rdchem.Mol object at 0x14b23194df90>,2188.0183200746383,trajectory_05,rank_00,lead_0078,confid_5,28,78.14351143123709
3924,<rdkit.Chem.rdchem.Mol object at 0x14b2317f6890>,2189.878138917804,trajectory_03,rank_00,lead_0184,confid_16,28,78.2099335327787
1040,<rdkit.Chem.rdchem.Mol object at 0x14b231dd36d0>,2194.392476064311,trajectory_04,rank_00,lead_0285,confid_2,30,73.14641586881037
4167,<rdkit.Chem.rdchem.Mol object at 0x14b2318174a0>,2197.928046774812,trajectory_03,rank_00,lead_0447,confid_10,28,78.49743024195757
3332,<rdkit.Chem.rdchem.Mol object at 0x14b231824190>,2199.7004345807877,trajectory_05,rank_00,lead_0284,confid_0,27,81.4703864659551
920,<rdkit.Chem.rdchem.Mol object at 0x14b231dcfdd0>,2200.8956937594053,trajectory_04,rank_00,lead_0334,confid_1,31,70.99663528256146
340,<rdkit.Chem.rdchem.Mol object at 0x14b231e9c740>,2202.444918406013,trajectory_02,rank_00,lead_0124,confid_1,27,81.57203401503752
2335,<rdkit.Chem.rdchem.Mol object at 0x14b2319d8660>,2206.370264798217,trajectory_00,rank_00,lead_0178,confid_9,27,81.71741721474876
4908,<rdkit.Chem.rdchem.Mol object at 0x14b23177cdd0>,2209.6980858004795,trajectory_01,rank_00,lead_0420,confid_13,28,78.91778877858856
3170,<rdkit.Chem.rdchem.Mol object at 0x14b23194d970>,2214.603803611323,trajectory_05,rank_00,lead_0447,confid_18,28,79.09299298611869
4961,<rdkit.Chem.rdchem.Mol object at 0x14b231786580>,2215.493630914715,trajectory_01,rank_00,lead_0251,confid_1,27,82.05531966350797
5044,<rdkit.Chem.rdchem.Mol object at 0x14b231790a50>,2215.674449736246,trajectory_01,rank_00,lead_0210,confid_10,27,82.062016656898
4183,<rdkit.Chem.rdchem.Mol object at 0x14b231817ba0>,2215.9668000071133,trajectory_03,rank_00,lead_0445,confid_11,26,85.2294923079659
168,<rdkit.Chem.rdchem.Mol object at 0x14b231415dd0>,2220.46467142106,trajectory_02,rank_00,lead_0074,confid_15,28,79.30230969360927
2938,<rdkit.Chem.rdchem.Mol object at 0x14b23192e270>,2229.591815347123,trajectory_05,rank_00,lead_0427,confid_0,28,79.62827911954011
5353,<rdkit.Chem.rdchem.Mol object at 0x14b23173d3c0>,2233.423575038516,trajectory_01,rank_00,lead_0207,confid_16,28,79.765127679947
2765,<rdkit.Chem.rdchem.Mol object at 0x14b231995580>,2234.6842574377406,trajectory_00,rank_01,lead_0272,confid_7,26,85.94939451683618
5045,<rdkit.Chem.rdchem.Mol object at 0x14b231790ac0>,2235.287301808015,trajectory_01,rank_00,lead_0100,confid_1,30,74.50957672693383
2217,<rdkit.Chem.rdchem.Mol object at 0x14b2319ca200>,2236.0249843277697,trajectory_00,rank_00,lead_0392,confid_14,27,82.81574016028777
4355,<rdkit.Chem.rdchem.Mol object at 0x14b2317b1820>,2239.8288304655625,trajectory_03,rank_00,lead_0219,confid_3,25,89.5931532186225
3218,<rdkit.Chem.rdchem.Mol object at 0x14b231952eb0>,2239.8930455834197,trajectory_05,rank_00,lead_0138,confid_0,27,82.95900168827481
3951,<rdkit.Chem.rdchem.Mol object at 0x14b2317fa4a0>,2239.923391082284,trajectory_03,rank_00,lead_0223,confid_0,28,79.99726396722443
1374,<rdkit.Chem.rdchem.Mol object at 0x14b231a8bb30>,2240.895723636137,trajectory_04,rank_00,lead_0219,confid_9,29,77.2722663322806
2736,<rdkit.Chem.rdchem.Mol object at 0x14b231990890>,2251.001961067596,trajectory_00,rank_01,lead_0375,confid_5,28,80.39292718098557
5114,<rdkit.Chem.rdchem.Mol object at 0x14b23179a970>,2251.131442502808,trajectory_01,rank_00,lead_0487,confid_17,30,75.0377147500936
4306,<rdkit.Chem.rdchem.Mol object at 0x14b2317ad270>,2252.062681498651,trajectory_03,rank_00,lead_0422,confid_14,28,80.43081005352325
5182,<rdkit.Chem.rdchem.Mol object at 0x14b2317247b0>,2252.4343349843684,trajectory_01,rank_00,lead_0312,confid_1,28,80.44408339229888
4919,<rdkit.Chem.rdchem.Mol object at 0x14b2317812e0>,2254.064938345829,trajectory_01,rank_00,lead_0271,confid_15,28,80.50231922663674
2524,<rdkit.Chem.rdchem.Mol object at 0x14b231972a50>,2258.967390049486,trajectory_00,rank_01,lead_0429,confid_7,28,80.67740678748164
2147,<rdkit.Chem.rdchem.Mol object at 0x14b2319c02e0>,2260.4483284178955,trajectory_00,rank_00,lead_0029,confid_14,28,80.73029744349627
3276,<rdkit.Chem.rdchem.Mol object at 0x14b23195b890>,2267.640312458044,trajectory_05,rank_00,lead_0403,confid_0,27,83.9866782391868
1926,<rdkit.Chem.rdchem.Mol object at 0x14b2319a0040>,2273.6135875800105,trajectory_00,rank_00,lead_0388,confid_3,27,84.2079106511115
3206,<rdkit.Chem.rdchem.Mol object at 0x14b231952970>,2273.663320152944,trajectory_05,rank_00,lead_0040,confid_1,27,84.20975259825718
2830,<rdkit.Chem.rdchem.Mol object at 0x14b23199e270>,2276.0545491803405,trajectory_00,rank_01,lead_0264,confid_2,27,84.29831663630891
4866,<rdkit.Chem.rdchem.Mol object at 0x14b231777b30>,2279.107341990849,trajectory_01,rank_00,lead_0432,confid_11,30,75.9702447330283
5094,<rdkit.Chem.rdchem.Mol object at 0x14b23179a040>,2282.258582503362,trajectory_01,rank_00,lead_0086,confid_13,27,84.52809564827267
116,<rdkit.Chem.rdchem.Mol object at 0x14b23140fba0>,2282.567705726611,trajectory_02,rank_00,lead_0163,confid_9,27,84.53954465654115
5705,<rdkit.Chem.rdchem.Mol object at 0x14b2316ea0b0>,2284.7645739767995,trajectory_01,rank_01,lead_0457,confid_5,29,78.78498530954481
2888,<rdkit.Chem.rdchem.Mol object at 0x14b231924c10>,2285.12436715012,trajectory_05,rank_00,lead_0265,confid_15,28,81.61158454107571
4191,<rdkit.Chem.rdchem.Mol object at 0x14b231817f20>,2286.06983284888,trajectory_03,rank_00,lead_0335,confid_16,29,78.82999423616829
2798,<rdkit.Chem.rdchem.Mol object at 0x14b23199b430>,2288.065418925388,trajectory_00,rank_01,lead_0365,confid_3,31,73.80856190081896
4220,<rdkit.Chem.rdchem.Mol object at 0x14b23181ec10>,2292.865040449174,trajectory_03,rank_00,lead_0363,confid_2,25,91.71460161796696
5032,<rdkit.Chem.rdchem.Mol object at 0x14b231790510>,2297.8739423544894,trajectory_01,rank_00,lead_0132,confid_10,30,76.59579807848299
60,<rdkit.Chem.rdchem.Mol object at 0x14b2318ffac0>,2305.146374554265,trajectory_02,rank_00,lead_0223,confid_8,28,82.3266562340809
2212,<rdkit.Chem.rdchem.Mol object at 0x14b2319c4f90>,2307.650247079971,trajectory_00,rank_00,lead_0294,confid_1,28,82.4160802528561
5248,<rdkit.Chem.rdchem.Mol object at 0x14b23172f510>,2310.171335406843,trajectory_01,rank_00,lead_0228,confid_15,30,77.00571118022809
2377,<rdkit.Chem.rdchem.Mol object at 0x14b2319de900>,2310.721730992393,trajectory_00,rank_00,lead_0366,confid_13,28,82.52577610687118
3880,<rdkit.Chem.rdchem.Mol object at 0x14b2317f0510>,2311.458001353189,trajectory_03,rank_00,lead_0037,confid_19,31,74.56316133397384
93,<rdkit.Chem.rdchem.Mol object at 0x14b2319105f0>,2315.7527530230363,trajectory_02,rank_00,lead_0467,confid_19,29,79.8535432076909
58,<rdkit.Chem.rdchem.Mol object at 0x14b2318ff9e0>,2318.027100842873,trajectory_02,rank_00,lead_0122,confid_5,29,79.93196899458184
2921,<rdkit.Chem.rdchem.Mol object at 0x14b231929ac0>,2318.3590786066798,trajectory_05,rank_00,lead_0446,confid_11,28,82.79853852166714
279,<rdkit.Chem.rdchem.Mol object at 0x14b231dfd120>,2324.4038477843787,trajectory_02,rank_00,lead_0363,confid_4,26,89.40014799170687
1243,<rdkit.Chem.rdchem.Mol object at 0x14b231a7b120>,2325.2388846818417,trajectory_04,rank_00,lead_0361,confid_16,29,80.18065119592558
922,<rdkit.Chem.rdchem.Mol object at 0x14b231dcfeb0>,2326.977590694866,trajectory_04,rank_00,lead_0094,confid_3,29,80.24060657568504
4046,<rdkit.Chem.rdchem.Mol object at 0x14b231804eb0>,2333.407931217622,trajectory_03,rank_00,lead_0208,confid_11,29,80.46234245578006
5099,<rdkit.Chem.rdchem.Mol object at 0x14b23179a2e0>,2335.188049358011,trajectory_01,rank_00,lead_0438,confid_1,28,83.39957319135753
3295,<rdkit.Chem.rdchem.Mol object at 0x14b231821120>,2341.2725719357863,trajectory_05,rank_00,lead_0425,confid_7,26,90.04894507445331
1070,<rdkit.Chem.rdchem.Mol object at 0x14b231db9430>,2344.180971151091,trajectory_04,rank_00,lead_0313,confid_13,30,78.13936570503637
257,<rdkit.Chem.rdchem.Mol object at 0x14b231e8b9e0>,2344.6335090424723,trajectory_02,rank_00,lead_0279,confid_13,31,75.63333900137008
5428,<rdkit.Chem.rdchem.Mol object at 0x14b231747510>,2345.0779081667456,trajectory_01,rank_01,lead_0035,confid_2,27,86.8547373395091
284,<rdkit.Chem.rdchem.Mol object at 0x14b231dfd350>,2346.114203245671,trajectory_02,rank_00,lead_0170,confid_18,27,86.89311863872855
2082,<rdkit.Chem.rdchem.Mol object at 0x14b2319b55f0>,2346.978699325848,trajectory_00,rank_00,lead_0424,confid_18,27,86.92513701206845
2903,<rdkit.Chem.rdchem.Mol object at 0x14b2319292e0>,2348.092231661783,trajectory_05,rank_00,lead_0094,confid_2,27,86.96637895043641
2815,<rdkit.Chem.rdchem.Mol object at 0x14b23199bba0>,2350.0918854951988,trajectory_00,rank_01,lead_0218,confid_17,30,78.33639618317329
4075,<rdkit.Chem.rdchem.Mol object at 0x14b23180aba0>,2353.737538895221,trajectory_03,rank_00,lead_0097,confid_16,28,84.0620549605436
2037,<rdkit.Chem.rdchem.Mol object at 0x14b2319b1200>,2353.8411499289027,trajectory_00,rank_00,lead_0191,confid_16,32,73.55753593527821
2804,<rdkit.Chem.rdchem.Mol object at 0x14b23199b6d0>,2359.7981365493315,trajectory_00,rank_01,lead_0397,confid_19,28,84.27850487676184
3294,<rdkit.Chem.rdchem.Mol object at 0x14b231821040>,2359.923816465433,trajectory_05,rank_00,lead_0472,confid_19,27,87.40458579501603
2327,<rdkit.Chem.rdchem.Mol object at 0x14b2319d82e0>,2366.910275056788,trajectory_00,rank_00,lead_0348,confid_2,27,87.66334352062178
4243,<rdkit.Chem.rdchem.Mol object at 0x14b2317a3660>,2368.6882754212074,trajectory_03,rank_00,lead_0187,confid_9,27,87.72919538597064
3178,<rdkit.Chem.rdchem.Mol object at 0x14b23194dcf0>,2369.5647837720376,trajectory_05,rank_00,lead_0474,confid_13,28,84.6273137061442
5327,<rdkit.Chem.rdchem.Mol object at 0x14b231739820>,2372.284885514806,trajectory_01,rank_00,lead_0408,confid_10,29,81.80292708671745
3877,<rdkit.Chem.rdchem.Mol object at 0x14b2317f03c0>,2378.4590375664434,trajectory_03,rank_00,lead_0453,confid_14,28,84.94496562737298
2072,<rdkit.Chem.rdchem.Mol object at 0x14b2319b5190>,2380.170177991309,trajectory_00,rank_00,lead_0373,confid_5,28,85.0060777854039
1884,<rdkit.Chem.rdchem.Mol object at 0x14b231a16dd0>,2387.3130561849225,trajectory_00,rank_00,lead_0453,confid_2,29,82.3211398684456
3997,<rdkit.Chem.rdchem.Mol object at 0x14b2317ff900>,2389.2009717688184,trajectory_03,rank_00,lead_0390,confid_15,26,91.89234506803147
2390,<rdkit.Chem.rdchem.Mol object at 0x14b2319deeb0>,2394.0445444300303,trajectory_00,rank_01,lead_0114,confid_9,28,85.50159087250108
2935,<rdkit.Chem.rdchem.Mol object at 0x14b23192e120>,2396.8377444277303,trajectory_05,rank_00,lead_0439,confid_5,27,88.77176831213816
5072,<rdkit.Chem.rdchem.Mol object at 0x14b2317966d0>,2397.648243459928,trajectory_01,rank_00,lead_0281,confid_15,28,85.63029440928314
205,<rdkit.Chem.rdchem.Mol object at 0x14b231eafac0>,2401.544323208616,trajectory_02,rank_00,lead_0006,confid_1,29,82.8118732140902
2528,<rdkit.Chem.rdchem.Mol object at 0x14b231972c10>,2402.3407295387497,trajectory_00,rank_01,lead_0163,confid_6,30,80.07802431795832
4958,<rdkit.Chem.rdchem.Mol object at 0x14b231786430>,2402.4939384067507,trajectory_01,rank_00,lead_0496,confid_10,29,82.84461856575003
4363,<rdkit.Chem.rdchem.Mol object at 0x14b2317b1ba0>,2404.079982076332,trajectory_03,rank_00,lead_0399,confid_13,27,89.03999933616043
1211,<rdkit.Chem.rdchem.Mol object at 0x14b231a742e0>,2405.592415484265,trajectory_04,rank_00,lead_0279,confid_16,28,85.91401483872376
2654,<rdkit.Chem.rdchem.Mol object at 0x14b231986430>,2406.974052778596,trajectory_00,rank_01,lead_0368,confid_8,27,89.147187139948
2890,<rdkit.Chem.rdchem.Mol object at 0x14b231924cf0>,2411.630136934286,trajectory_05,rank_00,lead_0077,confid_17,27,89.31963470126985
3343,<rdkit.Chem.rdchem.Mol object at 0x14b231824660>,2412.421857976304,trajectory_05,rank_00,lead_0311,confid_13,28,86.15792349915372
2870,<rdkit.Chem.rdchem.Mol object at 0x14b231924430>,2412.4613079811743,trajectory_00,rank_01,lead_0399,confid_1,27,89.35041881411756
3934,<rdkit.Chem.rdchem.Mol object at 0x14b2317f6cf0>,2413.289249163258,trajectory_03,rank_00,lead_0439,confid_9,27,89.38108330234289
964,<rdkit.Chem.rdchem.Mol object at 0x14b231db6190>,2416.58427658417,trajectory_04,rank_00,lead_0066,confid_19,27,89.50312135496925
2982,<rdkit.Chem.rdchem.Mol object at 0x14b2319335f0>,2416.7489212318965,trajectory_05,rank_00,lead_0299,confid_15,30,80.55829737439655
795,<rdkit.Chem.rdchem.Mol object at 0x14b2313e5660>,2417.5597225038646,trajectory_02,rank_01,lead_0254,confid_5,29,83.36412836220222
226,<rdkit.Chem.rdchem.Mol object at 0x14b231e77f20>,2417.827248646526,trajectory_02,rank_00,lead_0015,confid_9,29,83.37335340160435
4945,<rdkit.Chem.rdchem.Mol object at 0x14b231781e40>,2423.250851188639,trajectory_01,rank_00,lead_0145,confid_3,27,89.75003152550515
4142,<rdkit.Chem.rdchem.Mol object at 0x14b231813970>,2429.2521646177715,trajectory_03,rank_00,lead_0345,confid_4,28,86.75900587920613
